CustomerID,CustomerName,Gender,DOB,City,State,Phone,Email
C01513,Customer_1513,F,2001-04-24,Mumbai,Gujarat,9186929107,customer1513@example.com
C01514,Customer_1514,F,2003-01-02,Chennai,Kerala,9824403104,customer1514@example.com
C01515,Customer_1515,F,2009-10-31,Chennai,Tamil Nadu,9511194794,customer1515@example.com
C01516,Customer_1516,F,1990-11-16,Chennai,Telangana,9493454438,customer1516@example.com
C01517,Customer_1517,M,1999-01-28,Bangalore,Kerala,9861644944,customer1517@example.com
C01518,Customer_1518,M,1976-03-17,Kochi,Karnataka,9679427414,customer1518@example.com
C01519,Customer_1519,M,1999-02-11,Ahmedabad,Gujarat,9907751428,customer1519@example.com
C01520,Customer_1520,M,2003-10-14,Mumbai,Telangana,9478721270,customer1520@example.com
C01521,Customer_1521,F,1992-08-03,Madurai,Telangana,9158475978,customer1521@example.com
C01522,Customer_1522,M,1986-09-22,Kochi,Maharashtra,9622082166,customer1522@example.com
C01523,Customer_1523,M,1991-02-03,Pune,Maharashtra,9766741351,customer1523@example.com
C01524,Customer_1524,F,2005-11-18,Bangalore,Karnataka,9591638597,customer1524@example.com
C01525,Customer_1525,M,1973-08-06,Madurai,Karnataka,9409637808,customer1525@example.com
C01526,Customer_1526,M,1974-11-27,Hyderabad,Telangana,9220285474,customer1526@example.com
C01527,Customer_1527,M,1992-04-06,Hyderabad,Karnataka,9659084094,customer1527@example.com
C01528,Customer_1528,M,1983-02-25,Madurai,Gujarat,9681361352,customer1528@example.com
C01529,Customer_1529,M,1991-04-05,Kochi,Maharashtra,9576591102,customer1529@example.com
C01530,Customer_1530,M,1983-01-29,Mumbai,Tamil Nadu,9123661636,customer1530@example.com
C01531,Customer_1531,M,2007-06-15,Kochi,Maharashtra,9721379342,customer1531@example.com
C01532,Customer_1532,F,1999-06-01,Kochi,Maharashtra,9737112501,customer1532@example.com
C01533,Customer_1533,F,1990-07-18,Pune,Kerala,9241684797,customer1533@example.com
C01534,Customer_1534,F,1977-09-14,Pune,Karnataka,9619952085,customer1534@example.com
C01535,Customer_1535,F,1982-12-04,Chennai,Karnataka,9479160679,customer1535@example.com
C01536,Customer_1536,F,1990-06-14,Hyderabad,Kerala,9272646820,customer1536@example.com
C01537,Customer_1537,F,1978-03-06,Hyderabad,Gujarat,9843951973,customer1537@example.com
C01538,Customer_1538,M,1977-03-26,Mumbai,Tamil Nadu,9144186034,customer1538@example.com
C01539,Customer_1539,F,1995-10-10,Hyderabad,Maharashtra,9379610097,customer1539@example.com
C01540,Customer_1540,F,1978-04-11,Mumbai,Kerala,9859279763,customer1540@example.com
C01541,Customer_1541,M,1999-11-09,Kochi,Telangana,9258853889,customer1541@example.com
C01542,Customer_1542,F,1990-02-12,Hyderabad,Kerala,9423797338,customer1542@example.com
C01543,Customer_1543,M,1971-02-13,Madurai,Maharashtra,9925190102,customer1543@example.com
C01544,Customer_1544,M,1990-07-19,Kochi,Karnataka,9104610971,customer1544@example.com
C01545,Customer_1545,F,1999-01-13,Pune,Maharashtra,9411199562,customer1545@example.com
C01546,Customer_1546,M,2005-11-13,Ahmedabad,Telangana,9839965938,customer1546@example.com
C01547,Customer_1547,M,2002-10-27,Ahmedabad,Tamil Nadu,9249704623,customer1547@example.com
C01548,Customer_1548,M,1983-10-27,Chennai,Maharashtra,9763059187,customer1548@example.com
C01549,Customer_1549,M,1990-01-02,Kochi,Tamil Nadu,9450433330,customer1549@example.com
C01550,Customer_1550,M,1997-04-12,Mumbai,Kerala,9665254032,customer1550@example.com
C01551,Customer_1551,M,2005-01-17,Pune,Karnataka,9124211427,customer1551@example.com
C01552,Customer_1552,M,1994-02-25,Ahmedabad,Gujarat,9821079668,customer1552@example.com
C01553,Customer_1553,M,1992-12-16,Madurai,Karnataka,9626633172,customer1553@example.com
C01554,Customer_1554,F,1997-01-21,Chennai,Gujarat,9487690454,customer1554@example.com
C01555,Customer_1555,F,1976-08-20,Madurai,Telangana,9514585268,customer1555@example.com
C01556,Customer_1556,F,1970-07-19,Pune,Telangana,9477264595,customer1556@example.com
C01557,Customer_1557,F,1989-12-27,Bangalore,Karnataka,9881526591,customer1557@example.com
C01558,Customer_1558,F,2003-04-07,Madurai,Maharashtra,9409918418,customer1558@example.com
C01559,Customer_1559,M,2006-02-21,Madurai,Gujarat,9544737192,customer1559@example.com
C01560,Customer_1560,M,2007-06-25,Bangalore,Karnataka,9323106146,customer1560@example.com
C01561,Customer_1561,F,1991-04-17,Kochi,Tamil Nadu,9734236627,customer1561@example.com
C01562,Customer_1562,F,1973-12-20,Chennai,Maharashtra,9785912716,customer1562@example.com
C01563,Customer_1563,F,1988-08-05,Hyderabad,Kerala,9596197535,customer1563@example.com
C01564,Customer_1564,M,1978-12-09,Hyderabad,Maharashtra,9410808710,customer1564@example.com
C01565,Customer_1565,F,1971-11-23,Pune,Kerala,9426325581,customer1565@example.com
C01566,Customer_1566,F,1995-02-02,Ahmedabad,Karnataka,9128819242,customer1566@example.com
C01567,Customer_1567,M,1976-11-28,Pune,Telangana,9787790914,customer1567@example.com
C01568,Customer_1568,F,1975-07-28,Pune,Maharashtra,9292599550,customer1568@example.com
C01569,Customer_1569,F,2010-09-04,Mumbai,Tamil Nadu,9228156091,customer1569@example.com
C01570,Customer_1570,F,1992-02-13,Bangalore,Kerala,9900544937,customer1570@example.com
C01571,Customer_1571,F,1996-01-25,Ahmedabad,Kerala,9568224996,customer1571@example.com
C01572,Customer_1572,F,1998-03-04,Ahmedabad,Gujarat,9978622319,customer1572@example.com
C01573,Customer_1573,M,1986-09-28,Chennai,Telangana,9274855885,customer1573@example.com
C01574,Customer_1574,M,1976-07-22,Kochi,Maharashtra,9844407003,customer1574@example.com
C01575,Customer_1575,M,1986-01-12,Hyderabad,Tamil Nadu,9392777562,customer1575@example.com
C01576,Customer_1576,F,1988-10-26,Kochi,Tamil Nadu,9411230727,customer1576@example.com
C01577,Customer_1577,F,1993-10-04,Bangalore,Kerala,9308107088,customer1577@example.com
C01578,Customer_1578,M,2004-04-20,Bangalore,Kerala,9908128706,customer1578@example.com
C01579,Customer_1579,M,1994-05-23,Kochi,Telangana,9987793353,customer1579@example.com
C01580,Customer_1580,F,1982-03-06,Kochi,Tamil Nadu,9673829455,customer1580@example.com
C01581,Customer_1581,F,2006-12-07,Hyderabad,Tamil Nadu,9247048346,customer1581@example.com
C01582,Customer_1582,F,1986-09-25,Ahmedabad,Maharashtra,9465408396,customer1582@example.com
C01583,Customer_1583,M,1974-08-06,Mumbai,Karnataka,9640503265,customer1583@example.com
C01584,Customer_1584,M,2007-04-21,Mumbai,Kerala,9758663681,customer1584@example.com
C01585,Customer_1585,M,1988-09-20,Ahmedabad,Tamil Nadu,9225161415,customer1585@example.com
C01586,Customer_1586,M,1970-10-12,Ahmedabad,Telangana,9434549462,customer1586@example.com
C01587,Customer_1587,F,1976-03-27,Ahmedabad,Kerala,9661697010,customer1587@example.com
C01588,Customer_1588,F,1977-09-22,Pune,Tamil Nadu,9899358066,customer1588@example.com
C01589,Customer_1589,M,1979-12-23,Hyderabad,Gujarat,9252857173,customer1589@example.com
C01590,Customer_1590,M,1983-10-16,Hyderabad,Karnataka,9239820778,customer1590@example.com
C01591,Customer_1591,M,1989-01-21,Bangalore,Tamil Nadu,9120193226,customer1591@example.com
C01592,Customer_1592,F,2003-12-22,Madurai,Tamil Nadu,9310830273,customer1592@example.com
C01593,Customer_1593,M,1971-06-22,Chennai,Maharashtra,9227691754,customer1593@example.com
C01594,Customer_1594,F,1971-12-11,Bangalore,Telangana,9816815464,customer1594@example.com
C01595,Customer_1595,M,2003-11-06,Bangalore,Tamil Nadu,9746169210,customer1595@example.com
C01596,Customer_1596,M,1996-05-11,Mumbai,Karnataka,9820051966,customer1596@example.com
C01597,Customer_1597,F,1971-04-25,Bangalore,Karnataka,9901224008,customer1597@example.com
C01598,Customer_1598,F,1996-01-03,Kochi,Telangana,9272397121,customer1598@example.com
C01599,Customer_1599,M,1992-08-25,Bangalore,Tamil Nadu,9980024307,customer1599@example.com
C01600,Customer_1600,M,1993-09-21,Mumbai,Gujarat,9305672580,customer1600@example.com
C01601,Customer_1601,F,1977-09-15,Chennai,Gujarat,9205962980,customer1601@example.com
C01602,Customer_1602,M,1992-08-13,Ahmedabad,Telangana,9849614502,customer1602@example.com
C01603,Customer_1603,M,1989-09-21,Bangalore,Karnataka,9996297562,customer1603@example.com
C01604,Customer_1604,F,1987-01-11,Madurai,Karnataka,9652172808,customer1604@example.com
C01605,Customer_1605,M,1988-04-13,Bangalore,Telangana,9232731028,customer1605@example.com
C01606,Customer_1606,F,1974-12-13,Hyderabad,Maharashtra,9918485133,customer1606@example.com
C01607,Customer_1607,F,2001-08-12,Pune,Kerala,9875388247,customer1607@example.com
C01608,Customer_1608,M,1973-09-09,Kochi,Maharashtra,9224256201,customer1608@example.com
C01609,Customer_1609,F,1982-09-21,Ahmedabad,Kerala,9890461268,customer1609@example.com
C01610,Customer_1610,F,2000-10-26,Ahmedabad,Karnataka,9694762662,customer1610@example.com
C01611,Customer_1611,F,1983-01-14,Madurai,Karnataka,9174742261,customer1611@example.com
C01612,Customer_1612,F,2000-06-18,Kochi,Karnataka,9113728694,customer1612@example.com
C01613,Customer_1613,F,2000-02-24,Bangalore,Maharashtra,9570361572,customer1613@example.com
C01614,Customer_1614,M,1975-05-08,Hyderabad,Maharashtra,9530167052,customer1614@example.com
C01615,Customer_1615,M,2003-04-05,Hyderabad,Tamil Nadu,9490530625,customer1615@example.com
C01616,Customer_1616,M,1985-03-11,Mumbai,Kerala,9534102044,customer1616@example.com
C01617,Customer_1617,M,1980-06-12,Madurai,Gujarat,9635915400,customer1617@example.com
C01618,Customer_1618,F,2004-04-22,Pune,Gujarat,9529749624,customer1618@example.com
C01619,Customer_1619,F,1991-05-06,Madurai,Maharashtra,9649127152,customer1619@example.com
C01620,Customer_1620,F,1976-08-11,Ahmedabad,Tamil Nadu,9231200576,customer1620@example.com
C01621,Customer_1621,F,1991-12-14,Ahmedabad,Karnataka,9774708255,customer1621@example.com
C01622,Customer_1622,M,1971-05-02,Bangalore,Gujarat,9156749852,customer1622@example.com
C01623,Customer_1623,M,1992-05-06,Chennai,Karnataka,9510849034,customer1623@example.com
C01624,Customer_1624,F,1976-11-07,Pune,Kerala,9769190932,customer1624@example.com
C01625,Customer_1625,M,2004-02-06,Bangalore,Gujarat,9907034823,customer1625@example.com
C01626,Customer_1626,F,2005-07-24,Ahmedabad,Karnataka,9415210792,customer1626@example.com
C01627,Customer_1627,F,1991-12-29,Pune,Kerala,9468954488,customer1627@example.com
C01628,Customer_1628,M,2004-04-08,Chennai,Maharashtra,9227919275,customer1628@example.com
C01629,Customer_1629,F,1990-03-11,Kochi,Maharashtra,9575191040,customer1629@example.com
C01630,Customer_1630,F,1971-08-13,Chennai,Karnataka,9697716156,customer1630@example.com
C01631,Customer_1631,F,2009-09-07,Hyderabad,Maharashtra,9562440328,customer1631@example.com
C01632,Customer_1632,M,1984-01-07,Madurai,Maharashtra,9920350718,customer1632@example.com
C01633,Customer_1633,M,1995-07-09,Ahmedabad,Gujarat,9694620935,customer1633@example.com
C01634,Customer_1634,F,1991-05-08,Hyderabad,Kerala,9159847287,customer1634@example.com
C01635,Customer_1635,F,1981-10-25,Ahmedabad,Kerala,9505657194,customer1635@example.com
C01636,Customer_1636,F,2004-05-19,Pune,Telangana,9165953495,customer1636@example.com
C01637,Customer_1637,M,1996-06-27,Chennai,Karnataka,9998651200,customer1637@example.com
C01638,Customer_1638,F,1985-08-25,Chennai,Gujarat,9466421402,customer1638@example.com
C01639,Customer_1639,F,1974-05-14,Madurai,Telangana,9483718906,customer1639@example.com
C01640,Customer_1640,F,1985-10-04,Chennai,Gujarat,9362238769,customer1640@example.com
C01641,Customer_1641,M,1980-07-11,Pune,Kerala,9191205492,customer1641@example.com
C01642,Customer_1642,M,2008-12-23,Pune,Tamil Nadu,9462489075,customer1642@example.com
C01643,Customer_1643,M,1970-11-19,Kochi,Tamil Nadu,9594897685,customer1643@example.com
C01644,Customer_1644,F,1995-06-25,Madurai,Telangana,9121906773,customer1644@example.com
C01645,Customer_1645,F,1996-05-17,Chennai,Telangana,9505592654,customer1645@example.com
C01646,Customer_1646,F,1984-06-18,Bangalore,Maharashtra,9207435042,customer1646@example.com
C01647,Customer_1647,M,1985-01-26,Ahmedabad,Kerala,9971295506,customer1647@example.com
C01648,Customer_1648,F,1977-06-23,Pune,Telangana,9568141917,customer1648@example.com
C01649,Customer_1649,M,1992-04-17,Bangalore,Kerala,9329866763,customer1649@example.com
C01650,Customer_1650,F,1981-11-23,Chennai,Telangana,9715813155,customer1650@example.com
C01651,Customer_1651,F,2006-02-03,Mumbai,Kerala,9897669938,customer1651@example.com
C01652,Customer_1652,M,2002-03-12,Bangalore,Kerala,9461677118,customer1652@example.com
C01653,Customer_1653,F,1973-01-07,Ahmedabad,Maharashtra,9325205711,customer1653@example.com
C01654,Customer_1654,F,2005-09-09,Bangalore,Gujarat,9984482965,customer1654@example.com
C01655,Customer_1655,F,1992-08-21,Pune,Maharashtra,9812381203,customer1655@example.com
C01656,Customer_1656,F,1978-12-23,Madurai,Maharashtra,9369793513,customer1656@example.com
C01657,Customer_1657,F,2000-02-15,Hyderabad,Tamil Nadu,9774142288,customer1657@example.com
C01658,Customer_1658,M,1995-11-17,Ahmedabad,Karnataka,9809535264,customer1658@example.com
C01659,Customer_1659,F,1982-01-07,Madurai,Kerala,9880196990,customer1659@example.com
C01660,Customer_1660,M,1993-06-05,Mumbai,Telangana,9596591297,customer1660@example.com
C01661,Customer_1661,M,1980-10-13,Hyderabad,Gujarat,9835842393,customer1661@example.com
C01662,Customer_1662,F,2007-11-13,Madurai,Maharashtra,9442151243,customer1662@example.com
C01663,Customer_1663,M,1998-06-09,Mumbai,Maharashtra,9386619011,customer1663@example.com
C01664,Customer_1664,F,1998-12-24,Hyderabad,Telangana,9837504834,customer1664@example.com
C01665,Customer_1665,M,1988-03-16,Mumbai,Tamil Nadu,9261020740,customer1665@example.com
C01666,Customer_1666,M,1971-03-30,Mumbai,Telangana,9598387685,customer1666@example.com
C01667,Customer_1667,F,1995-02-11,Madurai,Maharashtra,9794627259,customer1667@example.com
C01668,Customer_1668,M,1979-01-23,Hyderabad,Telangana,9246491273,customer1668@example.com
C01669,Customer_1669,M,1981-08-04,Pune,Gujarat,9691316191,customer1669@example.com
C01670,Customer_1670,M,1998-11-26,Chennai,Gujarat,9621668838,customer1670@example.com
C01671,Customer_1671,M,1972-06-25,Bangalore,Telangana,9745962806,customer1671@example.com
C01672,Customer_1672,F,2008-11-24,Bangalore,Maharashtra,9490234548,customer1672@example.com
C01673,Customer_1673,M,1987-10-21,Hyderabad,Karnataka,9220186460,customer1673@example.com
C01674,Customer_1674,M,1993-05-31,Pune,Maharashtra,9196903897,customer1674@example.com
C01675,Customer_1675,M,1996-11-27,Bangalore,Telangana,9453568052,customer1675@example.com
C01676,Customer_1676,F,2006-02-23,Mumbai,Maharashtra,9334084722,customer1676@example.com
C01677,Customer_1677,M,1974-10-17,Hyderabad,Karnataka,9394792954,customer1677@example.com
C01678,Customer_1678,F,1988-04-26,Pune,Kerala,9160049440,customer1678@example.com
C01679,Customer_1679,F,1993-12-06,Kochi,Gujarat,9221291327,customer1679@example.com
C01680,Customer_1680,F,1994-06-25,Madurai,Maharashtra,9833084825,customer1680@example.com
C01681,Customer_1681,M,1982-06-17,Hyderabad,Telangana,9610265498,customer1681@example.com
C01682,Customer_1682,F,2006-11-05,Pune,Tamil Nadu,9792990377,customer1682@example.com
C01683,Customer_1683,M,2007-09-30,Chennai,Gujarat,9946970463,customer1683@example.com
C01684,Customer_1684,M,1981-05-07,Madurai,Telangana,9786066323,customer1684@example.com
C01685,Customer_1685,F,2010-07-07,Bangalore,Kerala,9353813127,customer1685@example.com
C01686,Customer_1686,F,1987-06-05,Chennai,Maharashtra,9374377213,customer1686@example.com
C01687,Customer_1687,F,1974-01-18,Mumbai,Telangana,9325900773,customer1687@example.com
C01688,Customer_1688,M,1989-09-08,Kochi,Gujarat,9536249294,customer1688@example.com
C01689,Customer_1689,M,1982-04-17,Bangalore,Maharashtra,9605830413,customer1689@example.com
C01690,Customer_1690,F,2007-09-25,Kochi,Gujarat,9553512034,customer1690@example.com
C01691,Customer_1691,M,2006-12-24,Hyderabad,Gujarat,9380214480,customer1691@example.com
C01692,Customer_1692,M,1985-10-13,Madurai,Kerala,9883006462,customer1692@example.com
C01693,Customer_1693,F,1990-05-02,Chennai,Tamil Nadu,9788668793,customer1693@example.com
C01694,Customer_1694,M,1998-04-08,Ahmedabad,Gujarat,9246127912,customer1694@example.com
C01695,Customer_1695,M,1987-12-22,Mumbai,Gujarat,9428079168,customer1695@example.com
C01696,Customer_1696,F,1995-10-31,Bangalore,Tamil Nadu,9269460558,customer1696@example.com
C01697,Customer_1697,M,1993-03-01,Hyderabad,Kerala,9836322083,customer1697@example.com
C01698,Customer_1698,F,2005-07-22,Kochi,Maharashtra,9613641017,customer1698@example.com
C01699,Customer_1699,M,1981-09-10,Hyderabad,Gujarat,9736750819,customer1699@example.com
C01700,Customer_1700,F,2005-11-12,Pune,Karnataka,9190622682,customer1700@example.com
C01701,Customer_1701,F,1986-06-28,Hyderabad,Maharashtra,9505144293,customer1701@example.com
C01702,Customer_1702,M,1970-12-06,Chennai,Kerala,9794825515,customer1702@example.com
C01703,Customer_1703,M,2010-09-05,Bangalore,Maharashtra,9312886716,customer1703@example.com
C01704,Customer_1704,F,2001-06-16,Hyderabad,Tamil Nadu,9530607955,customer1704@example.com
C01705,Customer_1705,F,1996-12-06,Pune,Karnataka,9195628804,customer1705@example.com
C01706,Customer_1706,F,1977-08-19,Bangalore,Tamil Nadu,9871573078,customer1706@example.com
C01707,Customer_1707,F,2004-09-09,Ahmedabad,Gujarat,9630588481,customer1707@example.com
C01708,Customer_1708,M,1980-01-26,Mumbai,Karnataka,9973394943,customer1708@example.com
C01709,Customer_1709,F,1982-12-01,Ahmedabad,Maharashtra,9239800466,customer1709@example.com
C01710,Customer_1710,F,2008-05-31,Mumbai,Kerala,9331462865,customer1710@example.com
C01711,Customer_1711,F,2002-08-07,Mumbai,Maharashtra,9293670676,customer1711@example.com
C01712,Customer_1712,F,2005-07-19,Hyderabad,Tamil Nadu,9411592314,customer1712@example.com
C01713,Customer_1713,F,1980-07-25,Ahmedabad,Karnataka,9496895499,customer1713@example.com
C01714,Customer_1714,F,1973-11-05,Chennai,Maharashtra,9243027709,customer1714@example.com
C01715,Customer_1715,F,2001-02-01,Madurai,Gujarat,9327866978,customer1715@example.com
C01716,Customer_1716,F,2001-10-12,Madurai,Gujarat,9741234259,customer1716@example.com
C01717,Customer_1717,F,1973-04-11,Bangalore,Kerala,9163084820,customer1717@example.com
C01718,Customer_1718,M,1984-12-06,Mumbai,Maharashtra,9480428530,customer1718@example.com
C01719,Customer_1719,M,1970-03-29,Pune,Kerala,9765352581,customer1719@example.com
C01720,Customer_1720,F,1983-07-28,Madurai,Gujarat,9498252144,customer1720@example.com
C01721,Customer_1721,M,2010-01-09,Chennai,Kerala,9292599457,customer1721@example.com
C01722,Customer_1722,F,1977-08-15,Ahmedabad,Telangana,9602602298,customer1722@example.com
C01723,Customer_1723,M,1974-01-08,Kochi,Gujarat,9669538219,customer1723@example.com
C01724,Customer_1724,F,1976-05-12,Pune,Tamil Nadu,9436370681,customer1724@example.com
C01725,Customer_1725,M,1975-09-27,Ahmedabad,Telangana,9902969226,customer1725@example.com
C01726,Customer_1726,F,1989-04-17,Pune,Telangana,9758130257,customer1726@example.com
C01727,Customer_1727,F,1993-03-11,Kochi,Maharashtra,9277150029,customer1727@example.com
C01728,Customer_1728,F,2003-01-20,Ahmedabad,Karnataka,9696651173,customer1728@example.com
C01729,Customer_1729,F,1972-05-21,Mumbai,Karnataka,9158591050,customer1729@example.com
C01730,Customer_1730,M,1978-03-20,Chennai,Maharashtra,9379413359,customer1730@example.com
C01731,Customer_1731,M,2001-09-01,Ahmedabad,Maharashtra,9224579869,customer1731@example.com
C01732,Customer_1732,F,1971-10-31,Ahmedabad,Telangana,9861314243,customer1732@example.com
C01733,Customer_1733,F,1990-07-14,Ahmedabad,Tamil Nadu,9872840670,customer1733@example.com
C01734,Customer_1734,M,1975-07-19,Kochi,Tamil Nadu,9318757401,customer1734@example.com
C01735,Customer_1735,F,1978-02-07,Hyderabad,Gujarat,9646253010,customer1735@example.com
C01736,Customer_1736,F,1995-04-08,Mumbai,Kerala,9104429962,customer1736@example.com
C01737,Customer_1737,M,1988-09-05,Bangalore,Karnataka,9924905837,customer1737@example.com
C01738,Customer_1738,F,2000-05-13,Bangalore,Telangana,9127876667,customer1738@example.com
C01739,Customer_1739,F,2000-07-24,Bangalore,Maharashtra,9501105178,customer1739@example.com
C01740,Customer_1740,M,2007-07-19,Kochi,Karnataka,9131003764,customer1740@example.com
C01741,Customer_1741,M,1990-08-24,Ahmedabad,Maharashtra,9774692904,customer1741@example.com
C01742,Customer_1742,F,1996-08-27,Chennai,Telangana,9147080354,customer1742@example.com
C01743,Customer_1743,F,1984-07-29,Hyderabad,Karnataka,9152272164,customer1743@example.com
C01744,Customer_1744,F,1984-06-30,Chennai,Gujarat,9175939412,customer1744@example.com
C01745,Customer_1745,F,1974-02-25,Madurai,Telangana,9291137642,customer1745@example.com
C01746,Customer_1746,M,2004-07-31,Madurai,Tamil Nadu,9122024627,customer1746@example.com
C01747,Customer_1747,M,1977-04-23,Madurai,Maharashtra,9405947579,customer1747@example.com
C01748,Customer_1748,M,1975-05-30,Pune,Maharashtra,9960175026,customer1748@example.com
C01749,Customer_1749,F,2003-01-04,Pune,Gujarat,9748017800,customer1749@example.com
C01750,Customer_1750,M,1986-02-08,Bangalore,Telangana,9650457212,customer1750@example.com
C01751,Customer_1751,M,1991-12-18,Ahmedabad,Maharashtra,9611573219,customer1751@example.com
C01752,Customer_1752,F,1995-04-05,Madurai,Tamil Nadu,9912275640,customer1752@example.com
C01753,Customer_1753,F,2006-05-19,Kochi,Kerala,9300098048,customer1753@example.com
C01754,Customer_1754,F,1998-04-17,Madurai,Tamil Nadu,9143420070,customer1754@example.com
C01755,Customer_1755,F,1990-10-17,Mumbai,Gujarat,9836840867,customer1755@example.com
C01756,Customer_1756,M,1992-03-21,Bangalore,Telangana,9602746506,customer1756@example.com
C01757,Customer_1757,F,1973-07-21,Ahmedabad,Telangana,9259565048,customer1757@example.com
C01758,Customer_1758,M,2000-09-11,Pune,Karnataka,9661665819,customer1758@example.com
C01759,Customer_1759,F,1983-04-04,Chennai,Kerala,9182176167,customer1759@example.com
C01760,Customer_1760,M,1993-01-11,Bangalore,Kerala,9556247420,customer1760@example.com
C01761,Customer_1761,F,1974-03-29,Ahmedabad,Gujarat,9873426975,customer1761@example.com
C01762,Customer_1762,F,1985-12-11,Pune,Kerala,9187799393,customer1762@example.com
C01763,Customer_1763,M,1975-02-10,Ahmedabad,Karnataka,9944151226,customer1763@example.com
C01764,Customer_1764,M,2007-10-24,Madurai,Tamil Nadu,9189432561,customer1764@example.com
C01765,Customer_1765,F,2009-04-30,Pune,Telangana,9730510203,customer1765@example.com
C01766,Customer_1766,F,2003-12-22,Ahmedabad,Kerala,9967405227,customer1766@example.com
C01767,Customer_1767,F,1985-04-24,Hyderabad,Karnataka,9298736077,customer1767@example.com
C01768,Customer_1768,M,2003-07-06,Pune,Gujarat,9214171676,customer1768@example.com
C01769,Customer_1769,F,1993-12-21,Chennai,Tamil Nadu,9524056989,customer1769@example.com
C01770,Customer_1770,M,1970-08-06,Hyderabad,Gujarat,9612303560,customer1770@example.com
C01771,Customer_1771,F,2001-01-12,Madurai,Gujarat,9899128948,customer1771@example.com
C01772,Customer_1772,F,1983-08-02,Kochi,Gujarat,9823490609,customer1772@example.com
C01773,Customer_1773,F,2006-02-04,Pune,Tamil Nadu,9234313823,customer1773@example.com
C01774,Customer_1774,M,1970-08-16,Mumbai,Tamil Nadu,9976139210,customer1774@example.com
C01775,Customer_1775,M,2001-03-22,Mumbai,Tamil Nadu,9324658446,customer1775@example.com
C01776,Customer_1776,F,1999-02-05,Hyderabad,Gujarat,9359609528,customer1776@example.com
C01777,Customer_1777,F,2007-10-10,Mumbai,Tamil Nadu,9423108101,customer1777@example.com
C01778,Customer_1778,F,1976-08-24,Ahmedabad,Maharashtra,9123425640,customer1778@example.com
C01779,Customer_1779,M,1977-06-14,Hyderabad,Gujarat,9854408968,customer1779@example.com
C01780,Customer_1780,F,1991-10-05,Ahmedabad,Tamil Nadu,9582664425,customer1780@example.com
C01781,Customer_1781,M,1979-01-12,Pune,Kerala,9990615975,customer1781@example.com
C01782,Customer_1782,F,1972-04-14,Kochi,Tamil Nadu,9210234112,customer1782@example.com
C01783,Customer_1783,F,1988-08-24,Ahmedabad,Gujarat,9721332807,customer1783@example.com
C01784,Customer_1784,F,1971-08-30,Ahmedabad,Maharashtra,9621946930,customer1784@example.com
C01785,Customer_1785,F,1980-05-27,Chennai,Kerala,9120422206,customer1785@example.com
C01786,Customer_1786,F,1995-11-09,Kochi,Kerala,9168193955,customer1786@example.com
C01787,Customer_1787,F,2010-01-19,Madurai,Maharashtra,9225564160,customer1787@example.com
C01788,Customer_1788,F,1997-12-07,Kochi,Maharashtra,9848950428,customer1788@example.com
C01789,Customer_1789,F,1970-12-07,Hyderabad,Telangana,9879761120,customer1789@example.com
C01790,Customer_1790,M,1991-01-19,Kochi,Maharashtra,9349218819,customer1790@example.com
C01791,Customer_1791,M,1996-05-12,Kochi,Kerala,9867939251,customer1791@example.com
C01792,Customer_1792,F,1975-11-19,Pune,Gujarat,9863844029,customer1792@example.com
C01793,Customer_1793,F,1988-09-12,Kochi,Maharashtra,9958730450,customer1793@example.com
C01794,Customer_1794,M,1997-11-23,Mumbai,Telangana,9841630844,customer1794@example.com
C01795,Customer_1795,M,1999-12-04,Ahmedabad,Karnataka,9286069909,customer1795@example.com
C01796,Customer_1796,M,1977-01-05,Ahmedabad,Tamil Nadu,9951995296,customer1796@example.com
C01797,Customer_1797,F,1992-02-24,Pune,Karnataka,9324876907,customer1797@example.com
C01798,Customer_1798,M,1970-10-25,Kochi,Telangana,9483372937,customer1798@example.com
C01799,Customer_1799,M,1977-11-02,Chennai,Tamil Nadu,9462639932,customer1799@example.com
C01800,Customer_1800,F,1975-02-11,Mumbai,Tamil Nadu,9703422986,customer1800@example.com
C01801,Customer_1801,M,1991-10-26,Pune,Telangana,9942764719,customer1801@example.com
C01802,Customer_1802,F,2004-07-06,Chennai,Kerala,9387216523,customer1802@example.com
C01803,Customer_1803,M,2008-04-13,Bangalore,Gujarat,9154140252,customer1803@example.com
C01804,Customer_1804,F,2005-11-03,Ahmedabad,Tamil Nadu,9213700517,customer1804@example.com
C01805,Customer_1805,M,2006-12-12,Chennai,Kerala,9213184291,customer1805@example.com
C01806,Customer_1806,M,1998-04-04,Bangalore,Karnataka,9488306318,customer1806@example.com
C01807,Customer_1807,M,2002-09-03,Pune,Gujarat,9574076243,customer1807@example.com
C01808,Customer_1808,F,2002-11-11,Bangalore,Karnataka,9794810784,customer1808@example.com
C01809,Customer_1809,F,1985-01-04,Hyderabad,Tamil Nadu,9316778095,customer1809@example.com
C01810,Customer_1810,F,1988-08-25,Chennai,Karnataka,9996374030,customer1810@example.com
C01811,Customer_1811,F,1985-04-24,Pune,Kerala,9283890958,customer1811@example.com
C01812,Customer_1812,M,1981-12-07,Kochi,Gujarat,9910508874,customer1812@example.com
C01813,Customer_1813,F,1986-03-06,Mumbai,Karnataka,9908749062,customer1813@example.com
C01814,Customer_1814,F,2005-04-24,Mumbai,Karnataka,9960892562,customer1814@example.com
